trace,prefetcher,IPC,speedup,coverage,pythia_llc_load_coverage,pythia_llc_read_overprediction,prediction_accuracy_issued,on_time_issue_yield,fill_utilization,late_frac,accuracy_issued,accuracy_filled,L2_demand_misses,baseline_demand_misses,L2_MPKI_demand,L2_prefetch_requested,L2_prefetch_dropped,L2_prefetch_issued,L2_prefetch_filled,L2_prefetch_useful,L2_prefetch_useless,L2_prefetch_late
GemsFDTD,nopref,0.45228,,,,,,,,,,,1673797,,11.1586,0,0,0,0,0,0,0
GemsFDTD,bingo,0.56431,1.2477,0.4294,0.5867,0.3574,0.4668,0.4644,0.9291,0.00516,0.4644,0.9291,955047,1673797,6.367,2130885,0,2130885,1065146,989623,75390,5133
GemsFDTD,bingo_1MB,0.56294,1.2462,0.4294,0.5821,0.3666,0.4668,0.4644,0.9291,0.00515,0.4644,0.9291,954988,1673786,6.3666,2131044,0,2131044,1065215,989675,75407,5127
GemsFDTD,bingo_2ch,0.57534,1.253,0.4296,0.5871,0.3569,0.4669,0.4645,0.9292,0.00509,0.4645,0.9292,954709,1673777,6.3647,2131187,0,2131187,1065374,989966,75275,5068
GemsFDTD,bingo_4MB,0.56461,1.25,0.4295,0.5874,0.3514,0.4668,0.4644,0.9291,0.00511,0.4644,0.9291,954952,1673779,6.3663,2130958,0,2130958,1065222,989695,75394,5086
GemsFDTD,bingo__bingo_l2c_thresh_0p5,0.56453,1.2482,0.4903,0.5883,0.3808,0.5384,0.5349,0.8547,0.0065,0.5349,0.8547,853180,1673797,5.6879,2132610,0,2132610,1334637,1140704,193588,7467
GemsFDTD,bingo__bingo_l2c_thresh_0p65,0.56438,1.2479,0.4559,0.5875,0.3657,0.498,0.495,0.9092,0.00604,0.495,0.9092,910718,1673797,6.0715,2131849,0,2131849,1160735,1055337,105238,6414
GemsFDTD,bingo__bingo_l2c_thresh_0p95,0.56438,1.2479,0.3953,0.5866,0.3497,0.4264,0.4241,0.9351,0.0053,0.4241,0.9351,1012170,1673797,6.7478,2131826,0,2131826,966964,904210,62626,4819
GemsFDTD,bingo__bingo_pht_size_1024,0.55183,1.2201,0.4172,0.5414,0.329,0.5138,0.5111,0.9245,0.00537,0.5111,0.9245,975466,1673797,6.5031,1880638,0,1880638,1039630,961176,78317,5186
GemsFDTD,bingo__bingo_pht_size_2048,0.56446,1.248,0.4291,0.5865,0.3555,0.4677,0.4652,0.9287,0.00521,0.4652,0.9287,955569,1673797,6.3705,2117339,0,2117339,1060647,985053,75459,5160
GemsFDTD,bingo__bingo_pht_size_8192,0.56478,1.2487,0.4324,0.5882,0.3577,0.4668,0.4645,0.9289,0.0051,0.4645,0.9289,950126,1673797,6.3342,2141613,0,2141613,1070791,994708,75949,5102
GemsFDTD,ipcp,0.58895,1.3022,0.7486,0.7442,0.5477,0.0083,0.0077,0.0072,0.08263,0.0077,0.0072,420747,1673797,2.805,2675459,0,2675459,2846900,20472,2823217,1844
GemsFDTD,ipcp_1MB,0.58891,1.3037,0.7486,0.7434,0.5607,0.0083,0.0076,0.0072,0.08409,0.0076,0.0072,420740,1673786,2.8049,2675143,0,2675143,2846893,20412,2823271,1874
GemsFDTD,ipcp_2ch,0.60257,1.3123,0.7488,0.7443,0.5479,0.0083,0.0077,0.0073,0.07281,0.0077,0.0073,420393,1673777,2.8026,2677095,0,2677095,2847658,20655,2823791,1622
GemsFDTD,ipcp_4MB,0.58904,1.3041,0.7486,0.7448,0.5427,0.0083,0.0076,0.0072,0.08438,0.0076,0.0072,420839,1673779,2.8056,2675628,0,2675628,2846618,20412,2823000,1881
GemsFDTD,ipcp_L1only,0.59382,1.3129,0.7508,0.7418,0.2576,,,0.0076,0.0,,0.0076,417130,1673797,2.7809,0,0,0,2273168,17366,2252763,0
GemsFDTD,ipcp_L2only,0.45227,1.0,0.0,0.0001,0.0,0.25,0.1899,0.3527,0.24038,0.1899,0.3527,1673751,1673797,11.1583,416,0,416,224,79,132,25
GemsFDTD,spp_dev2,0.56141,1.2413,0.3148,0.6278,0.1494,0.1604,0.1587,0.9755,0.01054,0.1587,0.9755,1146861,1673797,7.6457,4667422,0,4667422,759257,740665,18204,7892
GemsFDTD,spp_dev2_1MB,0.55795,1.2352,0.3148,0.6184,0.1668,0.16,0.1583,0.9756,0.01047,0.1583,0.9756,1146834,1673786,7.6456,4678766,0,4678766,759129,740620,18100,7840
GemsFDTD,spp_dev2_2ch,0.56722,1.2353,0.3151,0.6287,0.1499,0.1608,0.1591,0.9751,0.01012,0.1591,0.9751,1146287,1673777,7.6419,4657901,0,4657901,760087,741192,18498,7578
GemsFDTD,spp_dev2_4MB,0.56206,1.2443,0.3153,0.6297,0.1467,0.1606,0.1589,0.9755,0.01067,0.1589,0.9755,1146069,1673779,7.6405,4667381,0,4667381,760164,741506,18283,7996
GemsFDTD,spp_dev2__pf20_fill100,0.57706,1.2759,0.0003,0.6999,0.2167,0.0,0.0,,,0.0,,1673245,1673797,11.155,2392712,0,2392712,0,0,0,0
GemsFDTD,spp_dev2__pf20_fill50,0.58945,1.3033,0.5823,0.7249,0.2454,0.3004,0.2959,0.8651,0.01495,0.2959,0.8651,699134,1673797,4.6609,4572696,0,4572696,1564181,1353242,210131,20534
GemsFDTD,spp_dev2__pf20_fill70,0.58749,1.299,0.5154,0.7218,0.2613,0.1912,0.189,0.9548,0.01165,0.189,0.9548,811133,1673797,5.4076,6264957,3,6264954,1239995,1183988,55410,13950
GemsFDTD,spp_dev2__pf20_fill90,0.58212,1.2871,0.3104,0.7152,0.2774,0.0941,0.0933,0.9768,0.00804,0.0933,0.9768,1154198,1673797,7.6947,7774001,956,7773045,742724,725503,16818,5879
GemsFDTD,spp_dev2__pf40_fill100,0.55625,1.2299,0.0003,0.6158,0.1412,0.0,0.0,,,0.0,,1673218,1673797,11.1548,1915841,0,1915841,0,0,0,0
GemsFDTD,spp_dev2__pf40_fill50,0.56627,1.252,0.5714,0.632,0.1474,0.5638,0.5534,0.8558,0.01847,0.5534,0.8558,717373,1673797,4.7825,2415154,0,2415154,1561771,1336564,224417,25150
GemsFDTD,spp_dev2__pf40_fill70,0.56519,1.2496,0.5084,0.6305,0.1476,0.3383,0.3335,0.9515,0.01414,0.3335,0.9515,822757,1673797,5.485,3535742,0,3535742,1239396,1179339,59457,16919
GemsFDTD,spp_dev2__pf40_fill90,0.56141,1.2413,0.3148,0.6278,0.1494,0.1604,0.1587,0.9755,0.01054,0.1587,0.9755,1146861,1673797,7.6457,4667422,0,4667422,759257,740665,18204,7892
GemsFDTD,spp_dev2__pf60_fill100,0.53907,1.1919,0.0004,0.5397,0.05,0.0,0.0,,,0.0,,1673211,1673797,11.1547,1495255,0,1495255,0,0,0,0
GemsFDTD,spp_dev2__pf60_fill70,0.54684,1.2091,0.5027,0.5466,0.0589,0.6405,0.6306,0.9432,0.01538,0.6306,0.9432,832430,1673797,5.5495,1855152,0,1855152,1240367,1169909,69863,18278
GemsFDTD,spp_dev2__pf60_fill90,0.54235,1.1991,0.3066,0.5401,0.0624,0.2731,0.2698,0.9706,0.01207,0.2698,0.9706,1160571,1673797,7.7371,2679377,0,2679377,744797,722871,21557,8833
GemsFDTD,spp_dev2__pf80_fill100,0.51972,1.1491,0.0003,0.4567,0.0231,0.0,0.0,,,0.0,,1673269,1673797,11.1551,1194934,0,1194934,0,0,0,0
GemsFDTD,spp_dev2__pf80_fill90,0.52586,1.1627,0.3032,0.4655,0.0241,0.5618,0.5542,0.9675,0.01338,0.5542,0.9675,1166257,1673797,7.775,1291888,0,1291888,740057,716024,23678,9712
GemsFDTD,spp_dev2__spp_dev2_fill_threshold_100,0.55625,1.2299,0.0003,0.6158,0.1412,0.0,0.0,,,0.0,,1673218,1673797,11.1548,1915841,0,1915841,0,0,0,0
GemsFDTD,spp_dev2__spp_dev2_fill_threshold_50,0.56627,1.252,0.5714,0.632,0.1474,0.5638,0.5534,0.8558,0.01847,0.5534,0.8558,717373,1673797,4.7825,2415154,0,2415154,1561771,1336564,224417,25150
GemsFDTD,spp_dev2__spp_dev2_fill_threshold_70,0.56519,1.2496,0.5084,0.6305,0.1476,0.3383,0.3335,0.9515,0.01414,0.3335,0.9515,822757,1673797,5.485,3535742,0,3535742,1239396,1179339,59457,16919
GemsFDTD,spp_dev2__spp_dev2_pf_threshold_20,0.58212,1.2871,0.3104,0.7152,0.2774,0.0941,0.0933,0.9768,0.00804,0.0933,0.9768,1154198,1673797,7.6947,7774001,956,7773045,742724,725503,16818,5879
GemsFDTD,spp_dev2__spp_dev2_pf_threshold_60,0.54235,1.1991,0.3066,0.5401,0.0624,0.2731,0.2698,0.9706,0.01207,0.2698,0.9706,1160571,1673797,7.7371,2679377,0,2679377,744797,722871,21557,8833
GemsFDTD,spp_dev2__spp_dev2_pf_threshold_80,0.52586,1.1627,0.3032,0.4655,0.0241,0.5618,0.5542,0.9675,0.01338,0.5542,0.9675,1166257,1673797,7.775,1291888,0,1291888,740057,716024,23678,9712
GemsFDTD,streamer,0.51386,1.1362,0.3796,0.394,0.838,0.1417,0.1416,0.3074,0.00104,0.1416,0.3074,1038403,1673797,6.9227,6421161,0,6421161,2957015,908940,2046288,949
GemsFDTD,streamer_1MB,0.50791,1.1244,0.3796,0.382,0.9008,0.1417,0.1416,0.3074,0.00106,0.1416,0.3074,1038414,1673786,6.9228,6421153,0,6421153,2957006,908930,2046289,960
GemsFDTD,streamer_2ch,0.52778,1.1494,0.3797,0.394,0.838,0.1417,0.1416,0.3074,0.00091,0.1416,0.3074,1038277,1673777,6.9218,6421165,0,6421165,2957145,909062,2046296,828
GemsFDTD,streamer_4MB,0.51513,1.1405,0.3796,0.3965,0.8223,0.1417,0.1416,0.3074,0.00106,0.1416,0.3074,1038413,1673779,6.9228,6421164,0,6421164,2956998,908926,2046285,961
GemsFDTD,streamer__streamer_pref_degree_1,0.51808,1.1455,0.3464,0.3575,0.2038,0.606,0.6012,0.6241,0.00787,0.6012,0.6241,1093935,1673797,7.2929,1358085,0,1358085,1308439,816532,491348,6475
GemsFDTD,streamer__streamer_pref_degree_16,0.48407,1.0703,0.3738,0.3748,2.2963,0.0532,0.0532,0.1458,0.00118,0.0532,0.1458,1048095,1673797,6.9873,17743621,800686,16942935,6178944,901039,5275264,1068
GemsFDTD,streamer__streamer_pref_degree_2,0.51776,1.1448,0.3667,0.3915,0.3695,0.3364,0.3295,0.4939,0.02053,0.3295,0.4939,1059998,1673797,7.0667,2678978,0,2678978,1787303,882710,903624,18502
GemsFDTD,streamer__streamer_pref_degree_4,0.51506,1.1388,0.3786,0.3948,0.6871,0.1746,0.174,0.3499,0.00327,0.174,0.3499,1040047,1673797,6.9336,5210551,0,5210551,2590944,906659,1682731,2974
GemsFDTD,stride,0.47394,1.0479,0.1569,0.1764,0.0869,0.2977,0.2977,0.6534,3e-05,0.2977,0.6534,1411108,1673797,9.4074,1249012,0,1249012,569132,371854,196956,13
GemsFDTD,stride_1MB,0.47334,1.0479,0.1569,0.1752,0.0879,0.2977,0.2977,0.6534,3e-05,0.2977,0.6534,1411091,1673786,9.4073,1249029,0,1249029,569121,371839,196960,12
GemsFDTD,stride_2ch,0.48085,1.0472,0.1569,0.1764,0.0869,0.2977,0.2977,0.6534,3e-05,0.2977,0.6534,1411107,1673777,9.4074,1249037,0,1249037,569126,371846,196958,13
GemsFDTD,stride_4MB,0.47354,1.0484,0.1569,0.1764,0.0868,0.2977,0.2977,0.6534,3e-05,0.2977,0.6534,1411094,1673779,9.4073,1248993,0,1248993,569113,371835,196956,12
GemsFDTD,stride_L1,0.47443,1.049,0.1567,0.1769,0.106,,,0.0077,0.0,,0.0077,1411587,1673797,9.4106,0,0,0,600821,4624,595377,0
GemsFDTD,stride__stride_pref_degree_1,0.45228,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1673797,1673797,11.1586,644827,0,644827,0,0,0,0
GemsFDTD,stride__stride_pref_degree_16,0.47289,1.0456,0.1948,0.2247,0.9242,0.0573,0.0573,0.184,3e-05,0.0573,0.184,1347760,1673797,8.9851,8585160,134022,8451138,2629977,483977,2143889,16
GemsFDTD,stride__stride_pref_degree_4,0.47557,1.0515,0.1703,0.1972,0.2299,0.1726,0.1726,0.4397,5e-05,0.1726,0.4397,1388810,1673797,9.2587,2419034,0,2419034,949570,417532,531217,19
GemsFDTD,stride__stride_pref_degree_8,0.47692,1.0545,0.1856,0.2163,0.4995,0.0994,0.0994,0.2836,3e-05,0.0994,0.2836,1363065,1673797,9.0871,4636126,0,4636126,1624018,460636,1161879,16
astar,nopref,0.53061,,,,,,,,,,,259956,,1.733,0,0,0,0,0,0,0
astar,bingo,0.53187,1.0024,0.0545,0.1483,5.1159,0.0315,0.0311,0.4324,0.0113,0.0311,0.4324,245789,259956,1.6386,1628581,0,1628581,117150,50653,66018,579
astar,bingo_1MB,0.52796,1.0117,0.0543,0.3612,3.3714,0.0315,0.031,0.4323,0.01316,0.031,0.4323,245834,259953,1.6389,1630811,0,1630811,117114,50627,65999,675
astar,bingo_2ch,0.53273,1.0036,0.0545,0.1483,5.1183,0.0314,0.0311,0.4324,0.01107,0.0311,0.4324,245782,259956,1.6385,1628814,0,1628814,117146,50658,66009,567
astar,bingo_4MB,0.53749,1.0015,0.0554,0.2944,4.557,0.0315,0.0313,0.4331,0.00784,0.0313,0.4331,245548,259955,1.637,1627786,0,1627786,117506,50895,66135,402
astar,bingo__bingo_l2c_thresh_0p5,0.5322,1.003,0.1162,0.1719,5.0003,0.0502,0.0496,0.3284,0.01113,0.0496,0.3284,229740,259956,1.5316,1669411,0,1669411,252217,82840,168122,932
astar,bingo__bingo_l2c_thresh_0p65,0.53202,1.0027,0.0777,0.1548,5.0778,0.0388,0.0384,0.3763,0.01106,0.0384,0.3763,239760,259956,1.5984,1647594,0,1647594,168187,63287,104163,708
astar,bingo__bingo_l2c_thresh_0p95,0.53176,1.0022,0.0201,0.1409,5.1622,0.0189,0.0188,0.4745,0.00783,0.0188,0.4745,254733,259956,1.6982,1618578,0,1618578,64083,30407,33440,240
astar,bingo__bingo_pht_size_1024,0.53139,1.0015,0.0532,0.128,4.3012,0.0314,0.031,0.4036,0.01234,0.031,0.4036,246130,259956,1.6409,1513614,0,1513614,116209,46902,68811,586
astar,bingo__bingo_pht_size_2048,0.53164,1.0019,0.0564,0.1354,5.3774,0.03,0.0297,0.4453,0.01164,0.0297,0.4453,245286,259956,1.6352,1689328,0,1689328,112528,50111,61954,590
astar,bingo__bingo_pht_size_8192,0.53194,1.0025,0.0576,0.1728,5.5321,0.0291,0.0288,0.4533,0.01141,0.0288,0.4533,244977,259956,1.6332,1795822,0,1795822,114055,51705,61900,597
astar,ipcp,0.5337,1.0058,0.23,0.2908,2.0911,0.0359,0.0358,0.0786,0.00265,0.0358,0.0786,200167,259956,1.3344,1219012,0,1219012,555148,43643,509358,116
astar,ipcp_1MB,0.5297,1.015,0.2299,0.425,1.4808,0.0359,0.0358,0.0786,0.00332,0.0358,0.0786,200177,259953,1.3345,1218573,0,1218573,554996,43595,509254,145
astar,ipcp_2ch,0.53404,1.0061,0.23,0.2907,2.0909,0.0359,0.0358,0.0786,0.00256,0.0358,0.0786,200161,259956,1.3344,1219005,0,1219005,555161,43647,509367,112
astar,ipcp_4MB,0.53814,1.0027,0.2302,0.3354,1.753,0.0359,0.0358,0.0787,0.00117,0.0358,0.0787,200119,259955,1.3341,1219742,0,1219742,555463,43703,509613,51
astar,ipcp_L1only,0.53426,1.0069,0.2556,0.3358,1.2517,,,0.1102,0.0,,0.1102,193511,259956,1.2901,0,0,0,360009,39688,318572,0
astar,ipcp_L2only,0.53061,1.0,0.0,-0.0001,0.0001,0.3,0.3,0.5,0.0,0.3,0.5,259956,259956,1.733,30,0,30,18,9,9,0
astar,spp_dev2,0.53264,1.0038,0.0715,0.1872,0.2743,0.1038,0.1038,0.9114,0.00066,0.1038,0.9114,241379,259956,1.6092,409489,0,409489,46620,42490,4088,28
astar,spp_dev2_1MB,0.52606,1.008,0.0713,0.2099,0.2386,0.1039,0.1038,0.907,0.00059,0.1038,0.907,241425,259953,1.6095,409490,0,409490,46873,42516,4322,25
astar,spp_dev2_2ch,0.53282,1.0038,0.0725,0.1876,0.27,0.1045,0.1044,0.9109,0.0004,0.1044,0.9109,241111,259956,1.6074,409616,0,409616,46964,42779,4158,17
astar,spp_dev2_4MB,0.53779,1.002,0.0722,0.2566,0.2865,0.1037,0.1037,0.9108,0.00035,0.1037,0.9108,241187,259955,1.6079,411851,0,411851,46880,42699,4144,15
astar,spp_dev2__pf20_fill100,0.5334,1.0053,-0.0006,0.2732,0.8861,0.0,0.0,,,0.0,,260115,259956,1.7341,528451,0,528451,0,0,0,0
astar,spp_dev2__pf20_fill50,0.5335,1.0054,0.1578,0.2559,1.038,0.1309,0.1306,0.8087,0.0021,0.1306,0.8087,218945,259956,1.4596,641228,0,641228,103555,83747,19625,176
astar,spp_dev2__pf20_fill70,0.53334,1.0051,0.1386,0.2418,1.0901,0.092,0.0919,0.8797,0.00086,0.0919,0.8797,223937,259956,1.4929,805467,0,805467,84172,74046,10022,64
astar,spp_dev2__pf20_fill90,0.53301,1.0045,0.071,0.2195,1.2203,0.0431,0.043,0.9092,0.00038,0.043,0.9092,241495,259956,1.61,982571,0,982571,46516,42292,4190,16
astar,spp_dev2__pf40_fill100,0.53255,1.0037,0.0,0.1993,0.156,0.0,0.0,,,0.0,,259954,259956,1.733,227602,0,227602,0,0,0,0
astar,spp_dev2__pf40_fill50,0.53288,1.0043,0.1563,0.2026,0.1847,0.3543,0.3534,0.8018,0.00239,0.3534,0.8018,219327,259956,1.4622,234911,0,234911,103548,83028,20350,199
astar,spp_dev2__pf40_fill70,0.53282,1.0042,0.1372,0.1992,0.2042,0.2268,0.2264,0.8805,0.00157,0.2264,0.8805,224293,259956,1.4953,323494,0,323494,83187,73242,9854,115
astar,spp_dev2__pf40_fill90,0.53264,1.0038,0.0715,0.1872,0.2743,0.1038,0.1038,0.9114,0.00066,0.1038,0.9114,241379,259956,1.6092,409489,0,409489,46620,42490,4088,28
astar,spp_dev2__pf60_fill100,0.53204,1.0027,-0.0,0.1472,0.0685,0.0,0.0,,,0.0,,259957,259956,1.733,177406,0,177406,0,0,0,0
astar,spp_dev2__pf60_fill70,0.53241,1.0034,0.1374,0.1568,0.0876,0.4159,0.4152,0.8804,0.00161,0.4152,0.8804,224250,259956,1.495,177248,0,177248,83593,73596,9906,119
astar,spp_dev2__pf60_fill90,0.53218,1.003,0.0734,0.1449,0.1003,0.1951,0.1951,0.9111,0.00046,0.1951,0.9111,240875,259956,1.6058,220607,0,220607,47228,43031,4165,20
astar,spp_dev2__pf80_fill100,0.53164,1.0019,-0.0,0.1002,0.024,0.0,0.0,,,0.0,,259964,259956,1.7331,117431,0,117431,0,0,0,0
astar,spp_dev2__pf80_fill90,0.53184,1.0023,0.0751,0.1077,0.0319,0.4377,0.4374,0.9129,0.0006,0.4374,0.9129,240428,259956,1.6029,99827,0,99827,47831,43666,4136,26
astar,spp_dev2__spp_dev2_fill_threshold_100,0.53255,1.0037,0.0,0.1993,0.156,0.0,0.0,,,0.0,,259954,259956,1.733,227602,0,227602,0,0,0,0
astar,spp_dev2__spp_dev2_fill_threshold_50,0.53288,1.0043,0.1563,0.2026,0.1847,0.3543,0.3534,0.8018,0.00239,0.3534,0.8018,219327,259956,1.4622,234911,0,234911,103548,83028,20350,199
astar,spp_dev2__spp_dev2_fill_threshold_70,0.53282,1.0042,0.1372,0.1992,0.2042,0.2268,0.2264,0.8805,0.00157,0.2264,0.8805,224293,259956,1.4953,323494,0,323494,83187,73242,9854,115
astar,spp_dev2__spp_dev2_pf_threshold_20,0.53301,1.0045,0.071,0.2195,1.2203,0.0431,0.043,0.9092,0.00038,0.043,0.9092,241495,259956,1.61,982571,0,982571,46516,42292,4190,16
astar,spp_dev2__spp_dev2_pf_threshold_60,0.53218,1.003,0.0734,0.1449,0.1003,0.1951,0.1951,0.9111,0.00046,0.1951,0.9111,240875,259956,1.6058,220607,0,220607,47228,43031,4165,20
astar,spp_dev2__spp_dev2_pf_threshold_80,0.53184,1.0023,0.0751,0.1077,0.0319,0.4377,0.4374,0.9129,0.0006,0.4374,0.9129,240428,259956,1.6029,99827,0,99827,47831,43666,4136,26
astar,streamer,0.53263,1.0038,0.1583,0.1612,0.3111,0.1596,0.1595,0.6218,0.00048,0.1595,0.6218,218801,259956,1.4587,501107,0,501107,128537,79929,48149,38
astar,streamer_1MB,0.52693,1.0097,0.1582,0.2487,0.2233,0.1596,0.1594,0.6217,0.00086,0.1594,0.6217,218827,259953,1.4588,501109,0,501109,128508,79898,48151,69
astar,streamer_2ch,0.53285,1.0039,0.1583,0.1611,0.311,0.1596,0.1595,0.6218,0.00046,0.1595,0.6218,218800,259956,1.4587,501107,0,501107,128538,79930,48149,37
astar,streamer_4MB,0.53763,1.0018,0.1584,0.1727,0.3143,0.1596,0.1595,0.6219,0.00029,0.1595,0.6219,218783,259955,1.4586,501121,0,501121,128554,79944,48151,23
astar,streamer__streamer_pref_degree_1,0.53261,1.0038,0.1577,0.1613,0.0524,0.7545,0.7541,0.8925,0.00054,0.7541,0.8925,218948,259956,1.4597,104002,0,104002,87875,78429,9354,42
astar,streamer__streamer_pref_degree_16,0.53193,1.0025,0.1544,0.0986,0.9659,0.0559,0.0559,0.3726,0.00038,0.0559,0.3726,219819,259956,1.4655,1447735,2,1447733,217310,80962,135264,31
astar,streamer__streamer_pref_degree_2,0.53265,1.0038,0.1583,0.1674,0.1152,0.3833,0.3831,0.8014,0.00049,0.3831,0.8014,218801,259956,1.4587,206150,0,206150,98554,78979,19379,39
astar,streamer__streamer_pref_degree_4,0.53266,1.0039,0.1586,0.1666,0.2446,0.197,0.1969,0.6701,0.00046,0.1969,0.6701,218731,259956,1.4582,404731,0,404731,118921,79687,38861,37
astar,stride,0.53212,1.0028,0.1443,0.1139,0.0168,0.3593,0.3593,0.9472,1e-05,0.3593,0.9472,222454,259956,1.483,207622,0,207622,78756,74596,4130,1
astar,stride_1MB,0.52619,1.0083,0.1443,0.2135,0.0183,0.3593,0.3593,0.9472,3e-05,0.3593,0.9472,222453,259953,1.483,207617,0,207617,78755,74595,4130,2
astar,stride_2ch,0.53233,1.0029,0.1443,0.1139,0.0168,0.3593,0.3593,0.9472,1e-05,0.3593,0.9472,222454,259956,1.483,207622,0,207622,78756,74596,4130,1
astar,stride_4MB,0.53709,1.0007,0.1443,0.0189,0.0059,0.3593,0.3593,0.9472,0.0,0.3593,0.9472,222453,259955,1.483,207627,0,207627,78757,74597,4130,0
astar,stride_L1,0.53247,1.0035,0.1592,0.1218,0.0159,,,0.0915,0.0,,0.0915,218576,259956,1.4572,0,0,0,82742,7568,74463,0
astar,stride__stride_pref_degree_1,0.53061,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,259956,259956,1.733,123491,0,123491,0,0,0,0
astar,stride__stride_pref_degree_16,0.53151,1.0017,0.1445,0.0464,0.2817,0.0613,0.0613,0.5723,0.0,0.0613,0.5723,222393,259956,1.4826,1232866,0,1232866,132057,75582,55981,0
astar,stride__stride_pref_degree_4,0.53207,1.0028,0.1447,0.1092,0.0474,0.203,0.203,0.8567,0.0,0.203,0.8567,222339,259956,1.4823,368936,0,368936,87422,74891,12425,0
astar,stride__stride_pref_degree_8,0.53186,1.0024,0.1451,0.0851,0.1316,0.1111,0.1111,0.7236,0.0,0.1111,0.7236,222246,259956,1.4816,676988,0,676988,103974,75233,28483,0
bwaves,nopref,0.60932,,,,,,,,,,,2753203,,18.3547,0,0,0,0,0,0,0
bwaves,bingo,0.97804,1.6051,0.8214,0.8592,0.0,0.9921,0.9784,0.9999,0.01386,0.9784,0.9999,491723,2753203,3.2782,3174220,0,3174220,3105928,3105547,252,43654
